1,0
1,1
0,1
0,0
1,0.02
1,0.04
1,0.06
1,0.08
1,0.1
1,0.12
1,0.14
1,0.16
1,0.18
1,0.2
1,0.22
1,0.24
1,0.26
1,0.28
1,0.3
1,0.32
1,0.34
1,0.36
1,0.38
1,0.4
1,0.42
1,0.44
1,0.46
1,0.48
1,0.5
1,0.52
1,0.54
1,0.56
1,0.58
1,0.6
1,0.62
1,0.64
1,0.66
1,0.68
1,0.7
1,0.72
1,0.74
1,0.76
1,0.78
1,0.8
1,0.82
1,0.84
1,0.86
1,0.88
1,0.9
1,0.92
1,0.94
1,0.96
1,0.98
0.98,1
0.96,1
0.94,1
0.92,1
0.9,1
0.88,1
0.86,1
0.84,1
0.82,1
0.8,1
0.78,1
0.76,1
0.74,1
0.72,1
0.7,1
0.68,1
0.66,1
0.64,1
0.62,1
0.6,1
0.58,1
0.56,1
0.54,1
0.52,1
0.5,1
0.48,1
0.46,1
0.44,1
0.42,1
0.4,1
0.38,1
0.36,1
0.34,1
0.32,1
0.3,1
0.28,1
0.26,1
0.24,1
0.22,1
0.2,1
0.18,1
0.16,1
0.14,1
0.12,1
0.1,1
0.08,1
0.06,1
0.04,1
0.02,1
0,0.98
0,0.96
0,0.94
0,0.92
0,0.9
0,0.88
0,0.86
0,0.84
0,0.82
0,0.8
0,0.78
0,0.76
0,0.74
0,0.72
0,0.7
0,0.68
0,0.66
0,0.64
0,0.62
0,0.6
0,0.58
0,0.56
0,0.54
0,0.52
0,0.5
0,0.48
0,0.46
0,0.44
0,0.42
0,0.4
0,0.38
0,0.36
0,0.34
0,0.32
0,0.3
0,0.28
0,0.26
0,0.24
0,0.22
0,0.2
0,0.18
0,0.16
0,0.14
0,0.12
0,0.1
0,0.08
0,0.06
0,0.04
0,0.02
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
0.4987,0.4992
0.70714,0.70714
0.29404,0.70721
0.70601,0.2928
0.29279,0.29404
0.5,0.78031
0.21969,0.5
0.78031,0.5
0.5,0.21969
0.83003,0.82811
0.17189,0.83003
0.82811,0.16997
0.16997,0.17189
0.56942,0.64046
0.36023,0.56799
0.64214,0.433
0.43675,0.36149
0.64017,0.84789
0.15211,0.64017
0.84789,0.35983
0.35983,0.15211
0.84791,0.63884
0.36038,0.84579
0.63962,0.15421
0.15421,0.36038
0.44304,0.66587
0.68004,0.58084
0.33449,0.44106
0.55669,0.33508
0.53493,0.88744
0.11256,0.53493
0.88744,0.46507
0.46507,0.11256
0.73794,0.89011
0.10989,0.73794
0.89011,0.26206
0.26206,0.10989
0.89089,0.73899
0.73899,0.10911
0.26101,0.89089
0.10911,0.26101
0.60255,0.74324
0.25676,0.60255
0.7444,0.39893
0.39745,0.25676
0.59754,0.52666
0.90055,0.098635
0.098635,0.099451
0.90136,0.90055
0.099451,0.90136
0.38239,0.74841
0.61761,0.25159
0.25159,0.38239
0.43901,0.90285
0.90285,0.56099
0.097148,0.43901
0.56099,0.097148
0.73952,0.79616
0.20384,0.73952
0.79616,0.26048
0.26048,0.20384
0.79985,0.72164
0.27822,0.79983
0.72178,0.20017
0.20017,0.27822
0.49012,0.59017
0.40948,0.49273
0.55097,0.42453
0.755,0.63116
0.35557,0.65291
0.69413,0.4953
0.64137,0.34601
0.351,0.35776
0.81524,0.91404
0.085963,0.81524
0.91404,0.18476
0.18476,0.085963
0.81811,0.083228
0.91677,0.81811
0.083228,0.18189
0.18189,0.91677
0.51206,0.70055
0.64637,0.65419
0.29945,0.51206
0.48597,0.29907
0.60851,0.91999
0.08001,0.60851
0.91999,0.39149
0.39149,0.08001
0.92018,0.66557
0.66557,0.079819
0.33443,0.92018
0.079819,0.33443
0.43542,0.82489
0.82474,0.56433
0.17511,0.43542
0.56458,0.17511
0.46102,0.43254
0.56459,0.81588
0.18412,0.56459
0.81534,0.43382
0.43522,0.18387
0.668,0.77755
0.21983,0.66892
0.78017,0.33108
0.33108,0.21983
0.67677,0.92869
0.071306,0.67677
0.92869,0.32323
0.32323,0.071306
0.74824,0.56206
0.42742,0.55556
0.49937,0.37685
0.45239,0.73315
0.26685,0.45239
0.54946,0.26641
0.61343,0.58978
0.39598,0.41586
0.55155,0.5707
0.49358,0.93631
0.063692,0.49358
0.93631,0.50642
0.50642,0.063692
0.40517,0.61504
0.4971,0.83942
0.16058,0.4971
0.84087,0.50212
0.5029,0.16058
0.70066,0.84331
0.15669,0.70066
0.84331,0.29934
0.29934,0.15669
0.83756,0.77036
0.22964,0.83756
0.77036,0.16244
0.16244,0.22964
0.32444,0.75887
0.67556,0.24113
0.24113,0.32444
0.93866,0.60941
0.60941,0.06134
0.39059,0.93866
0.06134,0.39059
0.29743,0.64704
0.70535,0.35261
0.35296,0.29743
0.59891,0.3904
0.69743,0.43936
0.55604,0.48486
0.94117,0.058832
0.058832,0.058832
0.94117,0.94117
0.058832,0.94117
0.55459,0.94208
0.057922,0.55459
0.94208,0.44541
0.44541,0.057922
0.76584,0.93958
0.06042,0.76584
0.93958,0.23416
0.23416,0.06042
0.94227,0.76597
0.76597,0.05773
0.23403,0.94227
0.05773,0.23403
0.77391,0.8452
0.1548,0.77391
0.8452,0.22609
0.22609,0.1548
0.85345,0.69827
0.30283,0.85271
0.69717,0.14729
0.14729,0.30283
0.64868,0.71102
0.51012,0.64407
0.35593,0.51012
0.57107,0.69706
0.30199,0.57025
0.70285,0.65072
0.431,0.30298
0.54748,0.74836
0.25164,0.54748
0.45252,0.25164
0.86394,0.94547
0.054534,0.86394
0.94547,0.13606
0.13606,0.054534
0.8669,0.054762
0.94524,0.8669
0.054762,0.1331
0.1331,0.94524
0.65278,0.53354
0.39303,0.69293
0.30605,0.39348
0.60713,0.30711
0.75392,0.45138
0.58605,0.86964
0.13036,0.58605
0.86919,0.41301
0.41395,0.13036
0.74975,0.74301
0.2567,0.75002
0.7433,0.24998
0.24998,0.2567
0.75689,0.68601
0.61698,0.79529
0.20471,0.61698
0.79682,0.38652
0.38302,0.20471
0.94792,0.71073
0.71073,0.052076
0.28927,0.94792
0.052076,0.28927
0.8532,0.87367
0.12633,0.8532
0.87367,0.1468
0.1468,0.12633
0.3877,0.79989
0.6123,0.20011
0.20011,0.3877
0.63133,0.48689
0.79084,0.79178
0.20822,0.79084
0.79178,0.20916
0.20916,0.20822
0.34481,0.71094
0.65519,0.28906
0.28906,0.34481
0.88855,0.61037
0.38963,0.88855
0.61037,0.11145
0.11145,0.38963
0.80316,0.61095
0.67202,0.38869
0.80527,0.66883
0.50754,0.45066
0.59463,0.4494
0.32888,0.8061
0.67112,0.1939
0.1939,0.32888
0.4764,0.54586
0.95135,0.55318
0.55318,0.048649
0.44682,0.95135
0.048649,0.44682
0.32977,0.60859
0.39121,0.33406
0.8701,0.80417
0.19583,0.8701
0.80417,0.1299
0.1299,0.19583
0.48288,0.89072
0.10928,0.48288
0.89072,0.51712
0.51712,0.10928
0.43075,0.77517
0.22483,0.43075
0.56925,0.22483
0.67101,0.88233
0.11767,0.67101
0.88233,0.32899
0.32899,0.11767
0.45835,0.48183
0.45527,0.618
0.71836,0.9546
0.045398,0.71836
0.9546,0.28164
0.28164,0.045398
0.53724,0.526
0.37373,0.45849
0.70626,0.54262
0.63952,0.95462
0.04538,0.63952
0.95462,0.36048
0.36048,0.04538
0.54716,0.37829
0.72287,0.60007
0.80515,0.8743
0.1257,0.80515
0.8743,0.19485
0.19485,0.1257
0.7026,0.75475
0.24731,0.70474
0.75269,0.29526
0.29526,0.24731
0.6127,0.68597
0.85491,0.10659
0.89341,0.85491
0.10659,0.14509
0.14509,0.89341
0.35385,0.40159
0.73955,0.5107
0.39289,0.52988
0.4705,0.33932
0.51682,0.32929
0.78807,0.54245
0.42188,0.45003
0.53865,0.6091
0.49143,0.73792
0.46943,0.6935
0.26208,0.49143
0.3065,0.46943
0.50774,0.26191
0.60922,0.63219
0.65095,0.61171
0.80581,0.95768
0.04232,0.80581
0.95768,0.19419
0.19419,0.04232
0.95661,0.80662
0.80662,0.043389
0.19338,0.95661
0.043389,0.19338
0.46245,0.39025
0.95722,0.64811
0.64811,0.042782
0.35189,0.95722
0.042782,0.35189
0.60147,0.34664
0.57717,0.77317
0.22354,0.57682
0.42254,0.22567
0.53642,0.84547
0.15453,0.53642
0.84547,0.46358
0.46358,0.15453
0.879,0.66504
0.66504,0.121
0.33496,0.879
0.121,0.33496
0.45311,0.86602
0.13398,0.45311
0.86535,0.54475
0.54689,0.13398
0.59304,0.9588
0.041198,0.59304
0.9588,0.40696
0.40696,0.041198
0.38287,0.379
0.40185,0.84895
0.85028,0.59949
0.15105,0.40185
0.59815,0.15105
0.25684,0.64377
0.74532,0.35413
0.35623,0.25684
0.44068,0.5185
0.7785,0.90291
0.097089,0.7785
0.90291,0.2215
0.2215,0.097089
0.90292,0.77849
0.77849,0.097084
0.22151,0.90292
0.097084,0.22151
0.66719,0.463
0.63268,0.88664
0.11336,0.63268
0.88633,0.36699
0.36732,0.11336
0.95771,0.096658
0.096658,0.042286
0.90334,0.95771
0.9046,0.040603
0.042286,0.90334
0.96063,0.90516
0.040603,0.095402
0.095402,0.9594
0.77616,0.41916
0.66991,0.81698
0.18308,0.66861
0.81692,0.33139
0.33139,0.18308
0.89955,0.69966
0.69966,0.10045
0.30034,0.89955
0.10045,0.30034
0.67628,0.67973
0.32627,0.67325
0.67469,0.32411
0.32675,0.32627
0.51505,0.55766
0.53897,0.7896
0.2104,0.53897
0.46103,0.2104
0.54056,0.6717
0.33032,0.53855
0.4026,0.65812
0.57034,0.90605
0.093945,0.57034
0.90605,0.42966
0.42966,0.093945
0.47406,0.80752
0.19248,0.47406
0.52594,0.19248
0.49333,0.41255
0.80646,0.47028
0.57412,0.60237
0.63954,0.74767
0.2951,0.60834
0.39254,0.29495
0.60329,0.8325
0.1675,0.60329
0.83315,0.39677
0.39671,0.1675
0.35693,0.7773
0.64307,0.2227
0.2227,0.35693
0.77125,0.59748
0.39454,0.57944
0.70114,0.79574
0.20293,0.69942
0.79707,0.30058
0.30058,0.20293
0.52245,0.96101
0.038994,0.52245
0.96101,0.47755
0.47755,0.038994
0.5894,0.56158
0.59248,0.48648
0.52645,0.29422
0.70748,0.40284
0.78376,0.75184
0.24786,0.78388
0.75214,0.21612
0.21612,0.24786
0.83494,0.73047
0.26941,0.8348
0.73059,0.1652
0.1652,0.26941
0.42857,0.69983
0.29811,0.43184
0.57222,0.29738
0.64552,0.57013
0.71878,0.46976
0.73659,0.8536
0.1464,0.73659
0.8536,0.26341
0.26341,0.1464
0.3716,0.60403
0.70286,0.89904
0.10096,0.70286
0.89904,0.29714
0.29714,0.10096
0.46614,0.76922
0.23078,0.46614
0.53394,0.23101
0.27519,0.67748
0.72481,0.32252
0.32252,0.27519
0.6872,0.61488
0.48003,0.66078
0.33962,0.47665
0.45663,0.58392
0.4322,0.41191
0.68579,0.96452
0.035481,0.68579
0.96452,0.31421
0.31421,0.035481
0.63302,0.39781
0.96525,0.67906
0.67906,0.03475
0.32094,0.96525
0.03475,0.32094
0.64495,0.91852
0.08148,0.64495
0.91852,0.35505
0.35505,0.08148
0.29336,0.74438
0.70664,0.25562
0.25562,0.29336
0.85327,0.91157
0.088426,0.85327
0.91157,0.14673
0.14673,0.088426
0.52742,0.92277
0.077233,0.52742
0.92277,0.47258
0.47258,0.077233
0.67356,0.73777
0.41736,0.73382
0.26646,0.41727
0.58264,0.26618
0.96676,0.032972
0.032972,0.033244
0.96676,0.96703
0.032972,0.96676
0.85988,0.83771
0.16229,0.85988
0.83771,0.14012
0.14012,0.16229
0.96595,0.58405
0.58405,0.034047
0.41595,0.96595
0.034047,0.41595
0.51219,0.81298
0.18702,0.51219
0.48781,0.18702
0.8393,0.9656
0.034402,0.8393
0.9656,0.1607
0.1607,0.034402
0.83977,0.033244
0.96676,0.83977
0.033244,0.16023
0.16023,0.96676
0.9676,0.74234
0.74234,0.032401
0.25766,0.9676
0.032401,0.25766
0.7222,0.67858
0.91617,0.63229
0.63229,0.083825
0.36771,0.91617
0.083825,0.36771
0.8088,0.51785
0.47882,0.9668
0.033197,0.47882
0.9668,0.52118
0.52118,0.033197
0.87104,0.76805
0.23195,0.87104
0.76805,0.12896
0.12896,0.23195
0.78616,0.64005
0.66064,0.50182
0.92416,0.73793
0.73793,0.075838
0.26207,0.92416
0.075838,0.26207
0.74015,0.92467
0.075329,0.74015
0.92467,0.25985
0.25985,0.075329
0.58579,0.66735
0.61998,0.54908
0.58207,0.41773
0.73302,0.42731
0.87508,0.57839
0.42161,0.87508
0.57839,0.12492
0.12492,0.42161
0.54349,0.71512
0.28591,0.54429
0.45565,0.28483
0.57308,0.72918
0.27082,0.57308
0.42692,0.27082
0.79381,0.57477
0.36255,0.68404
0.63745,0.31596
0.31596,0.36255
0.52421,0.47845
0.46457,0.92333
0.07667,0.46457
0.92333,0.53543
0.53543,0.07667
0.35173,0.74175
0.64827,0.25825
0.25825,0.35173
0.4859,0.62424
0.52593,0.40254
0.93199,0.57606
0.57606,0.068012
0.42394,0.93199
0.068012,0.42394
0.6722,0.42663
0.74774,0.96878
0.031224,0.74774
0.96878,0.25226
0.25226,0.031224
0.56801,0.51264
0.82307,0.79693
0.20307,0.82307
0.79693,0.17693
0.17693,0.20307
0.73857,0.71056
0.35991,0.8123
0.64009,0.1877
0.1877,0.35991
0.7668,0.81246
0.79816,0.8219
0.18754,0.7668
0.1781,0.79816
0.81246,0.2332
0.8219,0.20184
0.2332,0.18754
0.20184,0.1781
0.75229,0.48289
0.92864,0.087908
0.087908,0.071365
0.91209,0.92864
0.071365,0.91209
0.327,0.63984
0.36011,0.32686
0.62011,0.71724
0.67177,0.35984
0.50958,0.86892
0.13108,0.50958
0.86892,0.49042
0.49042,0.13108
0.76737,0.87381
0.12619,0.76737
0.87381,0.23263
0.23263,0.12619
0.72874,0.82434
0.17566,0.72874
0.82434,0.27126
0.27126,0.17566
0.30718,0.78498
0.69282,0.21502
0.21502,0.30718
0.47275,0.51208
0.8206,0.69762
0.83671,0.66949
0.37521,0.71747
0.62479,0.28253
0.28253,0.37521
0.67038,0.85045
0.14955,0.67038
0.85045,0.32962
0.32962,0.14955
0.89407,0.069847
0.93015,0.89407
0.069847,0.10593
0.10593,0.93015
0.37875,0.48914
0.62861,0.51633
0.42865,0.6379
0.54085,0.45408
0.4249,0.59108
0.75968,0.77504
0.22485,0.75974
0.77515,0.24026
0.24026,0.22485
0.44421,0.33109
0.76934,0.71825
0.57628,0.36852
0.36805,0.42963
0.48492,0.47289
0.83506,0.53504
0.9713,0.61785
0.61785,0.028703
0.38215,0.9713
0.028703,0.38215
0.41531,0.38479
0.61247,0.42056
0.71198,0.87166
0.12834,0.71198
0.87166,0.28802
0.28802,0.12834
0.30062,0.8214
0.69938,0.1786
0.33124,0.84041
0.66876,0.15959
0.1786,0.30062
0.15959,0.33124
0.72559,0.63043
0.78357,0.4502
0.31914,0.72606
0.68086,0.27394
0.27394,0.31914
0.97073,0.067644
0.067644,0.029272
0.93432,0.029815
0.97038,0.93368
0.029815,0.065685
0.93252,0.97104
0.028959,0.93252
0.065748,0.96974
0.5654,0.54293
0.75824,0.5334
0.67581,0.55158
0.71008,0.57264
0.23438,0.62292
0.76562,0.37708
0.37708,0.23438
0.38092,0.63366
0.7782,0.96987
0.030131,0.7782
0.96987,0.2218
0.2218,0.030131
0.96964,0.77777
0.77777,0.030356
0.22223,0.96964
0.030356,0.22223
0.56521,0.97034
0.029663,0.56521
0.97034,0.43479
0.43479,0.029663
0.62081,0.36996
0.63575,0.81805
0.18429,0.63907
0.81571,0.36093
0.36093,0.18429
0.84788,0.079036
0.92096,0.84788
0.079036,0.15212
0.15212,0.92096
0.8649,0.72387
0.72387,0.1351
0.27613,0.8649
0.1351,0.27613
0.33222,0.5788
0.78768,0.69348
0.62031,0.45797
0.51729,0.7558
0.2442,0.51729
0.48271,0.2442
0.55871,0.86941
0.13059,0.55871
0.86835,0.442
0.44129,0.13059
0.40075,0.77375
0.22625,0.40075
0.59925,0.22625
0.27958,0.76956
0.72042,0.23044
0.23044,0.27958
0.50359,0.52812
0.72263,0.37616
0.50481,0.67401
0.326,0.50446
0.81374,0.75057
0.24943,0.81374
0.75057,0.18626
0.18626,0.24943
0.67409,0.64409
0.36512,0.53806
0.46563,0.83718
0.16282,0.46563
0.53437,0.16282
0.52007,0.58583
0.72834,0.76764
0.23247,0.72851
0.76753,0.27149
0.27149,0.23247
0.64282,0.6831
0.61504,0.86139
0.13861,0.61504
0.86139,0.38496
0.38496,0.13861
0.8747,0.63625
0.63625,0.1253
0.36375,0.8747
0.1253,0.36375
0.79302,0.93153
0.068466,0.79302
0.93153,0.20698
0.20698,0.068466
0.93153,0.79302
0.79302,0.068466
0.20698,0.93153
0.068466,0.20698
0.88825,0.82644
0.82644,0.11175
0.17356,0.88825
0.11175,0.17356
0.7466,0.65896
0.52748,0.35822
0.81778,0.63911
0.97157,0.12397
0.12397,0.028431
0.87603,0.97157
0.028431,0.87603
0.87559,0.028108
0.97189,0.87559
0.028108,0.12441
0.12441,0.97189
0.32731,0.41311
0.68252,0.52329
0.83624,0.9373
0.062697,0.83624
0.9373,0.16376
0.16376,0.062697
0.41709,0.80225
0.19775,0.41709
0.58291,0.19775
0.53847,0.63962
0.58173,0.93248
0.067521,0.58173
0.93248,0.41827
0.41827,0.067521
0.8307,0.85704
0.14296,0.8307
0.85704,0.1693
0.1693,0.14296
0.6156,0.76707
0.26899,0.72413
0.73101,0.27587
0.27587,0.26899
0.67891,0.70912
0.61772,0.97241
0.027589,0.61772
0.97241,0.38228
0.38228,0.027589
0.60353,0.89126
0.10874,0.60353
0.89143,0.39593
0.39647,0.10874
0.88088,0.91978
0.080223,0.88088
0.91978,0.11912
0.11912,0.080223
0.9276,0.69497
0.69497,0.072396
0.30503,0.9276
0.072396,0.30503
0.58427,0.32252
0.82906,0.88958
0.11042,0.82906
0.88958,0.17094
0.17094,0.11042
0.57335,0.84448
0.15552,0.57335
0.84475,0.42642
0.42665,0.15552
0.77686,0.66689
0.8803,0.12048
0.87952,0.8803
0.12048,0.1197
0.1197,0.87952
0.38604,0.82669
0.17331,0.38604
0.61396,0.17331
0.5204,0.73056
0.26944,0.5204
0.48094,0.27184
0.70667,0.92839
0.071614,0.70667
0.92839,0.29333
0.29333,0.071614
0.54355,0.81854
0.18146,0.54355
0.45642,0.18142
0.59038,0.80264
0.19772,0.59061
0.41013,0.19913
0.90504,0.5885
0.5885,0.094964
0.4115,0.90504
0.094964,0.4115
0.29,0.9743
0.025701,0.29
0.9743,0.71
0.71,0.025701
0.44606,0.79932
0.20068,0.44606
0.55394,0.20068
0.33329,0.38432
0.64108,0.78238
0.82218,0.58897
0.65833,0.97361
0.026385,0.65833
0.97361,0.34167
0.34167,0.026385
0.87366,0.087923
0.91208,0.87366
0.087923,0.12634
0.12634,0.91208
0.51036,0.89922
0.10078,0.51036
0.89922,0.48964
0.48964,0.10078
0.61856,0.65751
0.80346,0.40897
0.29855,0.68058
0.70145,0.31942
0.31942,0.29855
0.40695,0.35723
0.21109,0.64335
0.78891,0.35665
0.35665,0.21109
0.41704,0.6783
0.56822,0.39567
0.46026,0.31137
0.64835,0.37418
0.69085,0.37865
0.52185,0.42932
0.41684,0.32664
0.47997,0.86246
0.13754,0.47997
0.86236,0.52329
0.52003,0.13754
0.82724,0.05818
0.94182,0.82724
0.05818,0.17276
0.17276,0.94182
0.2743,0.62437
0.37838,0.27307
0.59167,0.71033
0.4726,0.36621
0.7327,0.54057
0.54647,0.31036
0.50975,0.61106
0.43122,0.47719
0.35408,0.62619
0.72049,0.73043
0.45028,0.45605
0.42948,0.85036
0.84711,0.57026
0.14964,0.42948
0.57052,0.14964
0.56929,0.46002
0.61609,0.94222
0.05778,0.61609
0.94222,0.38391
0.38391,0.05778
0.44962,0.5393
0.39913,0.46739
0.41981,0.53396
0.71254,0.51856
0.24584,0.67809
0.75442,0.32197
0.32191,0.24584
0.69627,0.47404
0.37348,0.35288
0.38322,0.55491
0.81988,0.49192
0.47395,0.56688
0.33333,0.78302
0.66667,0.21698
0.21698,0.33333
0.80797,0.84729
0.15271,0.80797
0.84729,0.19203
0.19203,0.15271
0.48208,0.44726
0.71186,0.97373
0.026272,0.71186
0.97373,0.28814
0.28814,0.026272
0.52598,0.50679
0.45895,0.88958
0.11042,0.45895
0.88951,0.54085
0.54105,0.11042
0.62543,0.61347
0.49129,0.71263
0.28737,0.49129
0.75001,0.83176
0.16824,0.75001
0.83176,0.24999
0.24999,0.16824
0.39625,0.43858
0.84117,0.80998
0.19002,0.84117
0.80998,0.15883
0.15883,0.19002
0.45545,0.64852
0.38249,0.66366
0.4494,0.98039
0.019618,0.44958
0.98038,0.55042
0.55042,0.019618
0.77461,0.47763
0.49719,0.34906
0.62034,0.33633
0.85458,0.74488
0.25515,0.85455
0.74485,0.14545
0.14545,0.25515
0.66518,0.90693
0.093068,0.66518
0.90693,0.33482
0.33482,0.093068
0.43078,0.7544
0.24562,0.43077
0.56922,0.2456
0.31702,0.69976
0.68138,0.30331
0.30024,0.31702
0.77765,0.61838
0.64976,0.86892
0.13108,0.64976
0.86892,0.35024
0.35024,0.13108
0.87223,0.69176
0.69193,0.12782
0.30807,0.87218
0.12782,0.30807
0.49163,0.32071
0.74216,0.58918
0.82945,0.61458
0.80988,0.77504
0.22495,0.80988
0.77505,0.19012
0.19012,0.22495
0.90006,0.65153
0.34847,0.90006
0.65153,0.09994
0.09994,0.34847
0.50121,0.97153
0.028473,0.50121
0.97153,0.49879
0.49879,0.028473
0.89908,0.80146
0.80146,0.10092
0.19854,0.89908
0.10092,0.19854
0.69337,0.7705
0.80266,0.8974
0.1026,0.80266
0.8974,0.19734
0.19734,0.1026
0.5373,0.55077
0.36164,0.37814
0.58784,0.62667
0.81175,0.54337
0.75412,0.41905
0.37994,0.40108
