solution_EF;solution_PBDW;solution_PBDW_eta;solution_PBDW_z
0.45656;0.45656;1.2414e-07;0.45656
0.28737;0.28737;-1.8316e-07;0.28737
0.45149;0.45149;-8.1698e-08;0.45149
0.25047;0.25047;-1.3171e-07;0.25047
0.40908;0.40908;-9.0983e-08;0.40908
0.27281;0.27281;3.0161e-08;0.27281
0.28795;0.28795;-2.2139e-07;0.28795
0.31888;0.31888;-4.2251e-08;0.31888
0.43271;0.43271;-1.0391e-07;0.43271
0.38731;0.38731;1.6899e-08;0.38731
0.44498;0.44498;1.4905e-07;0.44498
0.31993;0.31993;8.2046e-08;0.31993
0.2699;0.2699;4.1916e-08;0.2699
0.45301;0.45301;1.1403e-07;0.45301
0.30125;0.30125;-5.107e-08;0.30125
0.42485;0.42485;3.6001e-08;0.42485
0.25069;0.25069;6.5808e-08;0.25069
0.37402;0.37402;-1.9863e-08;0.37402
0.32927;0.32927;-1.0162e-07;0.32927
0.25124;0.25124;1.3369e-07;0.25124
0.45171;0.45171;-4.8756e-08;0.45171
0.33272;0.33272;5.6748e-08;0.33272
0.47732;0.47732;2.344e-07;0.47732
0.32943;0.32943;-1.3278e-09;0.32943
0.39441;0.39441;2.8799e-07;0.39441
0.2361;0.2361;2.123e-07;0.2361
0.44882;0.44882;1.1901e-07;0.44882
0.27358;0.27358;-3.017e-07;0.27358
0.47179;0.47178;-2.548e-07;0.47179
0.25929;0.25929;-2.8749e-07;0.25929
0.38202;0.38202;3.9971e-09;0.38202
0.36507;0.36507;-3.0035e-08;0.36507
0.30471;0.30471;-1.3505e-07;0.30471
0.38467;0.38467;-5.0242e-09;0.38467
0.49469;0.49469;2.1239e-07;0.49469
0.35626;0.35626;2.5332e-09;0.35626
0.3652;0.3652;1.2706e-07;0.3652
0.2303;0.2303;1.2459e-07;0.2303
0.50565;0.50565;-2.5524e-08;0.50565
0.37113;0.37113;-1.7936e-09;0.37113
0.35067;0.35067;2.3233e-08;0.35067
0.2282;0.2282;8.9214e-08;0.2282
0.37109;0.37109;-4.8149e-08;0.37109
0.27859;0.27859;2.2754e-07;0.27859
0.31912;0.31912;-1.6661e-07;0.31912
0.40239;0.40239;9.3768e-09;0.40239
0.4033;0.4033;-3.958e-08;0.4033
0.50213;0.50213;1.7113e-07;0.50213
0.3329;0.3329;-1.5732e-08;0.3329
0.4052;0.4052;2.3823e-07;0.4052
0.22237;0.22237;1.6303e-07;0.22237
0.33374;0.33374;7.2452e-08;0.33374
0.49904;0.49904;2.0554e-07;0.49904
0.32111;0.32111;-4.5314e-08;0.32111
0.42309;0.42309;2.269e-07;0.42309
0.22314;0.22314;1.3381e-07;0.22313
0.39794;0.39794;-1.5366e-07;0.39794
0.27578;0.27578;1.0577e-07;0.27578
0.2961;0.2961;-1.926e-07;0.2961
0.33406;0.33406;5.6083e-08;0.33406
0.37432;0.37432;1.1324e-07;0.37432
0.25181;0.25181;1.3848e-07;0.25181
0.42755;0.42755;4.9775e-08;0.42755
0.37453;0.37453;-1.926e-08;0.37453
0.29642;0.29642;1.2644e-07;0.29642
0.34899;0.34899;2.2194e-08;0.34899
0.30267;0.30267;5.3415e-09;0.30267
0.50128;0.50128;3.0508e-07;0.50128
0.31413;0.31413;-7.9971e-08;0.31413
0.43775;0.43775;3.0954e-07;0.43775
0.22188;0.22188;5.0479e-08;0.22188
0.35852;0.35852;-7.5108e-08;0.35852
0.52169;0.52168;-2.7683e-07;0.52169
0.32165;0.32165;-8.7616e-08;0.32165
0.40051;0.40051;4.7749e-08;0.40051
0.22984;0.22984;-1.8137e-08;0.22984
0.48247;0.48247;2.036e-07;0.48247
0.30538;0.30538;-1.0496e-07;0.30538
0.43846;0.43846;1.6116e-07;0.43846
0.23254;0.23254;1.7908e-08;0.23254
0.35392;0.35391;1.902e-08;0.35391
0.35608;0.35608;6.8509e-08;0.35608
0.24371;0.24371;1.4103e-07;0.24371
0.55001;0.55001;-1.56e-08;0.55001
0.35583;0.35583;-6.2286e-09;0.35583
0.40275;0.40275;1.5864e-07;0.40275
0.20235;0.20235;-2.3996e-08;0.20235
0.44606;0.44606;1.0112e-07;0.44606
0.2761;0.2761;-2.5762e-07;0.2761
0.46462;0.46462;-2.5785e-07;0.46462
0.26018;0.26018;-2.1878e-07;0.26018
0.45393;0.45393;2.1735e-07;0.45393
0.37691;0.37691;-8.0962e-08;0.37691
0.27015;0.27015;2.2631e-07;0.27015
0.31682;0.31682;-1.6956e-07;0.31682
0.40239;0.40239;1.2028e-07;0.40239
0.19295;0.19295;-2.1845e-07;0.19295
0.57999;0.57999;-9.2458e-08;0.57999
0.37051;0.37051;-1.1025e-08;0.37051
0.53821;0.53821;-1.2969e-07;0.53821
0.36267;0.36267;-1.3858e-08;0.36267
0.38258;0.38258;9.4307e-08;0.38258
0.20962;0.20962;4.6954e-08;0.20962
0.49782;0.49782;-3.8372e-07;0.49782
0.29039;0.29039;-1.8285e-07;0.29039
0.42087;0.42087;1.154e-07;0.42087
0.24919;0.24919;-1.1962e-07;0.24919
0.4209;0.4209;-3.2194e-08;0.4209
0.28108;0.28108;-8.0806e-09;0.28108
0.27634;0.27634;-1.4605e-07;0.27634
0.55205;0.55205;4.415e-08;0.55205
0.35097;0.35097;-6.2256e-09;0.35097
0.41322;0.41322;2.035e-07;0.41322
0.20035;0.20035;-5.1524e-08;0.20035
0.37473;0.37473;4.4892e-08;0.37473
0.56046;0.56046;-2.1278e-07;0.56046
0.20387;0.20387;-3.9175e-08;0.20387
0.37782;0.37782;-1.4934e-08;0.37782
0.5378;0.5378;-2.6084e-07;0.5378
0.34311;0.34311;-2.9845e-08;0.34311
0.3899;0.3899;7.7698e-09;0.3899
0.21839;0.21839;3.8009e-09;0.21839
0.45558;0.45558;1.9107e-07;0.45557
0.50207;0.50207;-2.9157e-07;0.50207
0.30887;0.30887;-1.3743e-07;0.30887
0.40446;0.40446;4.9909e-08;0.40446
0.24079;0.24079;-2.8775e-08;0.24079
0.44455;0.44455;-1.6516e-07;0.44455
0.43697;0.43697;1.0871e-07;0.43697
0.26323;0.26323;-2.4275e-07;0.26323
0.48259;0.48259;-3.7801e-07;0.48259
0.27131;0.27131;-2.4533e-07;0.27131
0.52527;0.52527;-1.8986e-07;0.52527
0.37296;0.37296;-1.2829e-08;0.37296
0.35901;0.35901;2.8834e-08;0.35901
0.21878;0.21878;7.4317e-08;0.21878
0.46734;0.46734;-2.1698e-09;0.46734
0.391;0.391;-2.8954e-08;0.391
0.5303;0.5303;-2.4768e-07;0.5303
0.34397;0.34397;-2.5875e-08;0.34397
0.3861;0.3861;1.5388e-09;0.3861
0.22054;0.22054;2.5143e-08;0.22054
0.51559;0.51559;2.0361e-07;0.51559
0.32911;0.32911;-2.3834e-08;0.32911
0.42198;0.42198;2.444e-07;0.42198
0.21493;0.21493;1.3791e-07;0.21493
0.40736;0.40736;4.1619e-08;0.40736
0.38881;0.38881;-1.9942e-09;0.38881
0.34635;0.34635;-7.5906e-08;0.34635
0.39866;0.39866;-1.1983e-08;0.39866
0.47881;0.47881;-3.4206e-07;0.47881
0.40987;0.40987;1.6354e-08;0.40987
0.29536;0.29536;-2.1319e-07;0.29536
0.25472;0.25472;-3.7968e-08;0.25472
0.40642;0.40642;-8.1214e-09;0.40642
0.30257;0.30257;8.1022e-08;0.30257
0.28346;0.28346;-5.2039e-08;0.28346
0.41898;0.41898;3.5807e-08;0.41898
0.30714;0.30714;6.2792e-08;0.30714
0.27374;0.27374;-6.1121e-09;0.27374
0.45352;0.45352;-1.1823e-07;0.45352
0.35201;0.35201;4.9852e-08;0.35201
0.34355;0.34355;-1.0348e-07;0.34355
0.26715;0.26715;1.7271e-07;0.26715
0.34238;0.34238;-1.9366e-08;0.34238
0.42863;0.42863;7.6234e-08;0.42863
0.26139;0.26139;-1.7408e-07;0.26139
0.47952;0.47952;-4.6873e-07;0.47952
0.27788;0.27788;-2.1641e-07;0.27788
0.36427;0.36427;-8.019e-10;0.36427
0.33679;0.33679;-7.5672e-08;0.33679
0.25525;0.25525;1.6918e-07;0.25525
0.3669;0.3669;3.086e-09;0.3669
0.32603;0.32603;-6.9229e-08;0.32603
0.49103;0.49103;-4.1789e-07;0.49103
0.28965;0.28965;-1.9113e-07;0.28965
0.41944;0.41944;8.2026e-08;0.41944
0.25197;0.25197;-1.1039e-07;0.25197
0.37782;0.37782;-3.8524e-08;0.37782
0.52266;0.52266;2.5183e-07;0.52266
0.32958;0.32958;-2.875e-08;0.32958
0.42713;0.42713;2.7034e-07;0.42713
0.21142;0.21142;1.219e-07;0.21142
0.36353;0.36353;-1.4774e-08;0.36353
0.51814;0.51813;-1.1335e-08;0.51813
0.35932;0.35932;-8.0998e-09;0.35932
0.37442;0.37442;1.1278e-07;0.37442
0.21872;0.21872;1.0091e-07;0.21872
0.46923;0.46923;2.9977e-07;0.46923
0.38282;0.38282;-1.796e-08;0.38282
0.3231;0.3231;-1.2546e-07;0.3231
0.2476;0.2476;8.797e-08;0.2476
0.50346;0.50346;1.6418e-07;0.50346
0.51591;0.51591;6.8157e-08;0.51591
0.3444;0.3444;-4.7373e-09;0.3444
0.35084;0.35084;-6.4105e-09;0.35084
0.38773;0.38773;2.219e-07;0.38773
0.38588;0.38588;1.6819e-07;0.38588
0.22331;0.22331;1.4082e-07;0.22331
0.21797;0.21797;1.1067e-07;0.21797
0.41772;0.41772;-6.0589e-08;0.41772
0.40016;0.40016;1.2726e-07;0.40016
0.19696;0.19696;-1.4573e-07;0.19696
0.56731;0.56731;-8.0417e-08;0.56731
0.36556;0.36556;-1.0503e-08;0.36556
0.33368;0.33368;1.0322e-07;0.33368
0.26882;0.26882;8.7301e-08;0.26882
0.43101;0.43101;1.0371e-07;0.43101
0.36362;0.36362;-3.3316e-08;0.36362
0.43194;0.43194;3.9733e-08;0.43194
0.27519;0.27519;-1.1705e-07;0.27519
0.45601;0.45601;-2.7492e-07;0.45601
0.27003;0.27003;-1.759e-07;0.27003
0.51648;0.51648;1.2807e-07;0.51648
0.33884;0.33884;-7.4583e-09;0.33884
0.40569;0.40569;2.1337e-07;0.40569
0.21558;0.21558;1.27e-07;0.21558
0.49324;0.49324;1.9957e-07;0.49324
0.33375;0.33375;-1.0446e-08;0.33375
0.39781;0.39781;2.6929e-07;0.39781
0.22733;0.22733;1.8342e-07;0.22733
0.36621;0.36621;1.8215e-09;0.36621
0.34485;0.34485;1.6727e-09;0.34485
0.24062;0.24062;1.1826e-07;0.24062
0.33582;0.33582;1.4076e-08;0.33582
0.49299;0.49299;9.6194e-09;0.49299
0.4908;0.4908;-7.9527e-08;0.4908
0.36317;0.36317;-2.9301e-09;0.36317
0.33324;0.33324;-1.212e-07;0.33324
0.26386;0.26386;2.1123e-07;0.26386
0.47897;0.47897;1.8094e-07;0.47897
0.3165;0.3165;-4.1705e-08;0.3165
0.41639;0.41639;1.8959e-07;0.41639
0.23428;0.23428;2.0238e-07;0.23428
0.39144;0.39144;9.5917e-08;0.39144
0.56571;0.56571;-1.3217e-07;0.56571
0.19895;0.19895;-9.1699e-08;0.19895
0.36987;0.36987;-1.2962e-08;0.36987
0.30748;0.30748;8.1057e-08;0.30748
0.38377;0.38377;-1.8953e-08;0.38377
0.35544;0.35544;1.6411e-08;0.35544
0.34174;0.34174;-3.8457e-08;0.34174
0.34278;0.34278;3.6521e-08;0.34278
0.49231;0.49231;2.6157e-07;0.49231
0.34724;0.34724;2.8723e-09;0.34724
0.37673;0.37673;2.1672e-07;0.37673
0.22984;0.22984;1.4439e-07;0.22984
0.28914;0.28914;-4.1781e-08;0.28914
0.48155;0.48155;2.5666e-07;0.48155
0.33417;0.33417;-1.3297e-07;0.33417
0.29171;0.29171;1.0799e-07;0.29171
0.32999;0.32999;-3.8753e-09;0.32999
0.45683;0.45683;-2.4764e-07;0.45683
0.50674;0.50674;-3.389e-07;0.50674
0.30106;0.30106;-1.4958e-07;0.30106
0.41341;0.41341;1.0506e-07;0.41341
0.24193;0.24193;-7.4712e-08;0.24193
0.29281;0.29281;7.6025e-09;0.29281
0.35668;0.35668;-6.9622e-08;0.35668
0.49728;0.49728;1.8693e-07;0.49728
0.32528;0.32528;-3.0793e-08;0.32528
0.41453;0.41453;2.2836e-07;0.41453
0.22432;0.22432;1.6631e-07;0.22432
0.37342;0.37342;-2.9088e-10;0.37342
0.34182;0.34182;-1.4689e-08;0.34182
0.38323;0.38323;-2.9089e-11;0.38323
0.32893;0.32893;-7.929e-08;0.32893
0.23516;0.23516;9.0388e-08;0.23516
0.23903;0.23903;6.4477e-08;0.23903
0.44454;0.44454;6.2998e-08;0.44454
0.42072;0.42072;-5.0084e-08;0.42072
0.35398;0.35398;2.9663e-08;0.35398
0.35046;0.35046;5.0213e-09;0.35046
0.25136;0.25136;1.5211e-07;0.25136
0.40451;0.40451;1.3331e-07;0.40451
0.19387;0.19387;-2.4532e-07;0.19387
0.39779;0.39779;1.0852e-07;0.39779
0.57704;0.57704;-1.1184e-07;0.57704
0.19456;0.19456;-1.6989e-07;0.19456
0.57543;0.57543;-7.2713e-08;0.57543
0.3671;0.3671;-1.0261e-08;0.3671
0.37166;0.37166;-1.1759e-08;0.37166
0.36998;0.36998;-2.6614e-09;0.36998
0.43164;0.43164;-7.8e-08;0.43164
0.40802;0.40802;-8.3702e-09;0.40802
0.42483;0.42483;-7.5057e-09;0.42483
0.31414;0.31414;2.5091e-08;0.31414
0.39899;0.39899;7.8375e-08;0.39899
0.25608;0.25608;1.0576e-07;0.25608
0.34323;0.34323;6.252e-08;0.34323
0.53293;0.53293;1.7634e-07;0.53293
0.33698;0.33698;-1.3635e-08;0.33698
0.4223;0.4223;2.4703e-07;0.4223
0.20713;0.20713;9.6498e-08;0.20713
0.54663;0.54663;-2.5809e-07;0.54663
0.35495;0.35495;-2.4928e-09;0.35495
0.38502;0.38502;-6.3865e-09;0.38502
0.2126;0.2126;-7.0795e-10;0.2126
0.46227;0.46227;1.5186e-07;0.46227
0.28375;0.28375;-2.5698e-07;0.28376
0.46305;0.46305;-8.3038e-08;0.46305
0.24786;0.24786;-2.924e-07;0.24786
0.34871;0.34871;-1.114e-07;0.34871
0.46041;0.46041;1.4877e-07;0.46041
0.312;0.312;-2.4444e-08;0.312
0.41204;0.41204;1.3083e-07;0.41204
0.2451;0.2451;1.8355e-07;0.2451
0.37969;0.37969;5.784e-08;0.37969
0.5552;0.5552;-2.0448e-07;0.5552
0.20439;0.20439;-2.2055e-08;0.20439
0.3722;0.3722;-1.7539e-08;0.3722
0.51267;0.51267;-1.2962e-07;0.51267
0.34475;0.34475;-1.051e-08;0.34475
0.37839;0.37839;-3.6769e-10;0.37839
0.2267;0.2267;6.5484e-08;0.2267
0.3194;0.3194;8.4752e-08;0.3194
0.48138;0.48138;1.2557e-07;0.48138
0.36753;0.36753;-4.5169e-08;0.36753
0.40883;0.40883;-6.9703e-08;0.40883
0.28958;0.28958;6.8266e-08;0.28958
0.28368;0.28368;-1.0369e-07;0.28368
0.44657;0.44657;8.6605e-08;0.44657
0.28697;0.28697;-1.2142e-07;0.28697
0.44483;0.44483;-1.0911e-07;0.44483
0.257;0.257;-9.2696e-08;0.257
0.38279;0.38279;-7.1555e-08;0.38279
0.26077;0.26077;1.482e-07;0.26077
0.31551;0.31551;-1.8373e-07;0.31551
0.35775;0.35775;8.5035e-09;0.35775
0.35666;0.35666;8.0238e-08;0.35666
0.23763;0.23763;1.2893e-07;0.23763
0.34813;0.34813;4.602e-09;0.34813
0.38424;0.38424;3.6673e-08;0.38424
0.38475;0.38475;-2.2907e-08;0.38475
0.30025;0.30025;1.108e-07;0.30025
0.50407;0.50407;6.5065e-08;0.50407
0.36343;0.36343;-2.0432e-09;0.36343
0.36029;0.36029;7.6191e-08;0.36029
0.22701;0.22701;1.0674e-07;0.22701
0.43047;0.43047;8.9604e-08;0.43047
0.31613;0.31613;7.7284e-08;0.31613
0.41341;0.41341;-3.6315e-08;0.41341
0.26776;0.26776;-1.6707e-08;0.26776
0.2864;0.2864;-2.3946e-07;0.2864
0.36693;0.36693;8.272e-09;0.36693
0.4799;0.4799;3.1185e-07;0.4799
0.34054;0.34054;1.043e-08;0.34054
0.37946;0.37946;2.6355e-07;0.37946
0.23576;0.23576;1.6477e-07;0.23576
0.42986;0.42986;1.1168e-07;0.42986
0.46279;0.46279;1.4014e-07;0.46279
0.30158;0.30158;-8.0464e-08;0.30158
0.4306;0.4306;6.0144e-08;0.4306
0.24449;0.24449;6.1007e-08;0.24449
0.49317;0.49317;-2.1915e-07;0.49317
0.31407;0.31407;-1.3715e-07;0.31407
0.39667;0.39667;1.6266e-08;0.39667
0.24259;0.24259;1.2556e-08;0.24259
0.53414;0.53414;1.1494e-07;0.53414
0.34161;0.34161;-2.0404e-09;0.34161
0.4148;0.4148;2.1785e-07;0.4148
0.20718;0.20718;8.5534e-08;0.20718
0.545;0.545;-2.7382e-07;0.545
0.36188;0.36188;1.142e-08;0.36188
0.37943;0.37943;-1.7811e-08;0.37943
0.2114;0.2114;1.4261e-08;0.2114
0.54326;0.54326;-2.1939e-07;0.54326
0.3761;0.3761;5.5964e-08;0.3761
0.3691;0.3691;-1.9306e-08;0.3691
0.209;0.209;3.002e-08;0.209
0.4589;0.4589;1.1656e-07;0.4589
0.3173;0.3173;-1.0525e-07;0.3173
0.47729;0.47729;-7.8992e-08;0.47729
0.40949;0.40949;1.7298e-07;0.40949
0.19706;0.19706;-1.7035e-07;0.19706
0.56281;0.56281;-1.2367e-08;0.56281
0.3582;0.3582;-8.0213e-09;0.3582
0.38468;0.38468;7.2736e-08;0.38468
0.56808;0.56808;-1.6876e-07;0.56808
0.19959;0.19959;-8.1459e-08;0.19959
0.3751;0.3751;-1.3858e-08;0.3751
0.27986;0.27986;1.9358e-07;0.27986
0.40347;0.40347;-2.545e-08;0.40347
0.54845;0.54845;3.4803e-08;0.54845
0.35113;0.35113;-4.2208e-09;0.35113
0.40977;0.40977;1.8977e-07;0.40977
0.20206;0.20206;-1.6427e-08;0.20206
0.39337;0.39337;-7.5453e-08;0.39337
0.26071;0.26071;8.5197e-08;0.26071
0.30602;0.30602;-2.3694e-07;0.30602
0.38581;0.38581;8.1795e-09;0.38581
0.46383;0.46383;1.5092e-07;0.46383
0.28892;0.28892;-2.0344e-07;0.28892
0.45431;0.45431;-3.3369e-08;0.45431
0.2457;0.2457;-1.6836e-07;0.2457
0.53362;0.53362;-2.1333e-08;0.53362
0.35483;0.35483;-7.8178e-09;0.35483
0.39182;0.39182;1.428e-07;0.39182
0.20995;0.20995;6.0699e-08;0.20995
0.44186;0.44186;1.126e-07;0.44186
0.34485;0.34484;2.5682e-08;0.34484
0.36788;0.36788;1.5771e-07;0.36788
0.24256;0.24256;1.4964e-07;0.24256
0.44856;0.44856;2.029e-07;0.44856
0.47906;0.47906;2.1234e-07;0.47906
0.29677;0.29677;-1.6591e-07;0.29677
0.45196;0.45196;1.4081e-07;0.45196
0.23543;0.23543;-1.3666e-07;0.23543
0.46461;0.46461;1.4609e-07;0.46461
0.2965;0.2965;-1.2391e-07;0.2965
0.4408;0.4408;2.9937e-08;0.4408
0.24393;0.24393;-2.699e-08;0.24393
0.55874;0.55874;-5.169e-08;0.55874
0.36075;0.36076;-8.8621e-09;0.36076
0.40137;0.40137;1.4241e-07;0.40137
0.19952;0.19952;-8.5536e-08;0.19952
0.52013;0.52013;-2.4357e-07;0.52013
0.3291;0.3291;-6.7572e-08;0.3291
0.39371;0.39371;2.4773e-08;0.39371
0.22807;0.22807;7.6058e-09;0.22807
0.32759;0.32759;-1.6892e-07;0.32759
0.53923;0.53923;1.1211e-08;0.53923
0.35203;0.35203;-4.276e-09;0.35203
0.40069;0.40069;1.6492e-07;0.40069
0.20661;0.20661;3.9003e-08;0.20661
0.44607;0.44607;8.4575e-08;0.44607
0.29268;0.29268;-7.4261e-08;0.29268
0.43469;0.43469;-4.6069e-08;0.43469
0.25627;0.25627;-3.0442e-08;0.25627
0.47107;0.47107;8.4572e-08;0.47107
0.39239;0.39239;1.1309e-07;0.39239
0.55197;0.55197;-9.9125e-08;0.55197
0.20317;0.20317;-2.2565e-08;0.20317
0.36285;0.36285;-1.1468e-08;0.36285
0.39169;0.39169;-2.4985e-08;0.39169
0.25142;0.25142;5.9473e-08;0.25142
0.31254;0.31254;-1.8555e-07;0.31254
0.40348;0.40348;-5.3147e-08;0.40348
0.29415;0.29415;8.7888e-08;0.29415
0.28788;0.28788;-8.9847e-08;0.28788
0.50466;0.50466;2.402e-07;0.50466
0.32056;0.32056;-5.1349e-08;0.32056
0.42856;0.42856;2.5372e-07;0.42856
0.22013;0.22013;1.1064e-07;0.22013
0.43135;0.43135;2.3775e-08;0.43135
0.28799;0.28799;-3.0998e-08;0.28799
0.26719;0.26719;-8.1112e-08;0.26719
0.44219;0.44219;8.4194e-08;0.44219
0.30137;0.30137;-1.4995e-08;0.30137
0.2582;0.2582;3.9666e-08;0.2582
0.48866;0.48866;-3.7632e-07;0.48866
0.29564;0.29564;-1.868e-07;0.29564
0.41263;0.41263;5.0006e-08;0.41263
0.25058;0.25058;-6.5219e-08;0.25058
0.39551;0.39551;2.723e-08;0.39551
0.22395;0.22395;-5.1291e-09;0.22395
0.53027;0.53027;-2.6582e-07;0.53027
0.3319;0.3319;-5.8527e-08;0.3319
0.39987;0.39987;-1.079e-07;0.39987
0.26743;0.26743;6.9774e-08;0.26743
0.29748;0.29748;-2.478e-07;0.29748
0.27492;0.27492;1.6667e-07;0.27492
0.45392;0.45392;1.557e-07;0.45392
0.46608;0.46608;-1.706e-07;0.46608
0.49256;0.49256;2.7921e-07;0.49256
0.30701;0.30701;-1.1156e-07;0.30701
0.44384;0.44384;2.8949e-07;0.44384
0.22686;0.22686;-1.6669e-08;0.22686
0.3876;0.3876;8.6154e-08;0.3876
0.55847;0.55847;-1.5048e-07;0.55847
0.20186;0.20186;-4.7277e-08;0.20186
0.36878;0.36878;-1.4327e-08;0.36878
0.43757;0.43757;7.162e-08;0.43757
0.27329;0.27329;-1.9302e-07;0.2733
0.46349;0.46349;-3.2596e-07;0.46349
0.26677;0.26677;-1.9685e-07;0.26677
0.41539;0.41539;6.5452e-08;0.41539
0.41815;0.41815;1.6241e-08;0.41815
0.33878;0.33878;7.1803e-08;0.33878
0.36577;0.36577;5.2222e-08;0.36577
0.25543;0.25543;1.3316e-07;0.25543
0.2852;0.2852;8.3135e-09;0.2852
0.31622;0.31622;1.7343e-09;0.31622
0.40256;0.40256;1.4208e-07;0.40256
0.2481;0.2481;1.7285e-07;0.2481
0.36285;0.36285;-8.5754e-09;0.36285
0.33731;0.33731;-9.6687e-08;0.33731
0.28953;0.28953;-5.8109e-08;0.28953
0.35868;0.35868;-7.0689e-08;0.35868
0.37393;0.37393;-8.5865e-09;0.37393
0.33064;0.33064;-4.6959e-08;0.33064
0.28153;0.28153;-6.3642e-09;0.28153
0.42243;0.42243;1.1097e-08;0.42243
0.26881;0.26881;-7.8886e-08;0.26881
0.46195;0.46195;-3.3656e-07;0.46195
0.27916;0.27916;-2.1284e-07;0.27916
0.37211;0.37211;3.5606e-08;0.37211
0.55451;0.55451;-2.3726e-07;0.55451
0.20618;0.20618;-1.5863e-08;0.20618
0.37679;0.37679;-1.78e-08;0.37679
0.32048;0.32048;6.6546e-08;0.32048
0.26284;0.26284;7.4566e-08;0.26284
0.4201;0.4201;5.9727e-08;0.4201
0.30353;0.30353;-5.7806e-08;0.30353
0.42471;0.42471;-4.7454e-08;0.42471
0.31364;0.31364;-1.4856e-07;0.31364
0.37025;0.37025;6.4242e-09;0.37025
0.31698;0.31698;3.4252e-08;0.31698
0.33562;0.33562;8.8937e-08;0.33562
0.46806;0.46806;3.2766e-07;0.46806
0.31698;0.31698;1.238e-08;0.31698
0.40694;0.40694;-1.5838e-08;0.40694
0.46899;0.46899;-2.6848e-07;0.46899
0.25847;0.25847;-7.4213e-09;0.25847
0.29574;0.29574;-2.4098e-07;0.29574
0.35173;0.35173;-4.1824e-08;0.35173
0.47598;0.47598;1.9281e-07;0.47598
0.29712;0.29712;-1.5586e-07;0.29712
0.44865;0.44865;1.0137e-07;0.44865
0.23713;0.23713;-9.7495e-08;0.23713
0.33627;0.33627;2.8446e-08;0.33627
0.30707;0.30707;6.3595e-08;0.30707
0.32755;0.32755;4.5404e-08;0.32755
0.41256;0.41256;-3.982e-08;0.41256
0.32972;0.32971;3.0408e-08;0.32971
0.38427;0.38427;1.9198e-07;0.38427
0.24671;0.24671;1.6363e-07;0.24671
0.39661;0.39661;-3.7621e-08;0.39661
0.27677;0.27677;6.8561e-08;0.27677
0.32416;0.32416;6.5192e-08;0.32416
0.44195;0.44195;-1.604e-07;0.44195
0.34937;0.34937;1.7647e-08;0.34937
0.37064;0.37064;-6.3173e-09;0.37064
0.33628;0.33628;-5.3873e-08;0.33628
0.24582;0.24582;1.2202e-07;0.24582
0.52452;0.52452;3.5534e-08;0.52452
0.35061;0.35061;-6.5583e-09;0.35061
0.39213;0.39213;1.6468e-07;0.39213
0.21356;0.21356;9.1267e-08;0.21356
0.3234;0.3234;-1.4149e-08;0.3234
0.51073;0.51073;3.2323e-07;0.51073
0.32055;0.32055;-5.7025e-08;0.32055
0.43377;0.43377;3.1057e-07;0.43377
0.21698;0.21698;9.0767e-08;0.21698
0.3495;0.3495;-8.3028e-09;0.3495
0.42189;0.42189;3.879e-08;0.42189
0.26199;0.26199;-1.0721e-07;0.26199
0.47333;0.47333;-4.4285e-07;0.47333
0.28244;0.28244;-2.1622e-07;0.28244
0.40652;0.40652;3.8035e-08;0.40652
0.39073;0.39073;-7.6567e-08;0.39073
0.29021;0.29021;1.3004e-07;0.29021
0.50209;0.50209;1.6915e-07;0.50209
0.33826;0.33826;-9.0195e-09;0.33826
0.39648;0.39648;2.4141e-07;0.39648
0.22309;0.22309;1.5609e-07;0.22309
0.29993;0.29993;6.393e-08;0.29993
0.52666;0.52666;-8.8934e-08;0.52666
0.36172;0.36172;-1.1775e-08;0.36172
0.37625;0.37625;9.678e-08;0.37625
0.21502;0.21502;8.4103e-08;0.21502
0.3649;0.3649;-4.9864e-09;0.3649
0.35116;0.35116;4.4711e-08;0.35116
0.42999;0.42999;1.1784e-07;0.42999
0.25637;0.25637;-1.8457e-07;0.25637
0.49074;0.49074;-3.908e-07;0.49074
0.27959;0.27959;-2.1709e-07;0.27959
0.42399;0.42399;-7.5776e-08;0.42399
0.3068;0.3068;-8.4114e-08;0.3068
0.34184;0.34184;-1.3612e-07;0.34184
0.51502;0.51502;-1.08e-07;0.51502
0.37306;0.37306;-5.3546e-09;0.37306
0.35307;0.35307;2.207e-08;0.35307
0.22394;0.22394;8.0827e-08;0.22394
0.48754;0.48754;2.0696e-07;0.48754
0.3111;0.3111;-7.8942e-08;0.3111
0.43203;0.43203;1.9021e-07;0.43203
0.22939;0.22939;7.7971e-08;0.22939
0.38527;0.38527;-1.2153e-07;0.38527
0.26996;0.26996;1.768e-07;0.26996
0.30916;0.30916;-1.9026e-07;0.30916
0.34698;0.34698;5.7489e-08;0.34698
0.35593;0.35593;5.0327e-09;0.35593
0.2554;0.2554;1.4739e-07;0.2554
0.45907;0.45907;-2.7043e-08;0.45907
0.47572;0.47572;1.7316e-07;0.47572
0.30973;0.30973;-6.6207e-08;0.30973
0.42562;0.42562;1.4385e-07;0.42562
0.23622;0.23622;1.3306e-07;0.23622
0.50657;0.50657;-1.5241e-07;0.50657
0.33305;0.33305;-5.562e-08;0.33305
0.38527;0.38527;8.064e-09;0.38527
0.23192;0.23192;4.602e-08;0.23192
0.29974;0.29974;-8.9344e-08;0.29974
0.43985;0.43985;-1.824e-08;0.43985
0.47471;0.47471;-1.4975e-07;0.47471
0.50879;0.50879;6.4227e-08;0.50879
