solution_EF;solution_PBDW;solution_PBDW_eta;solution_PBDW_z
0.35912;0.35912;-4.1671e-09;0.35912
0.36906;0.36906;1.1344e-07;0.36906
0.22349;0.22349;1.1113e-07;0.22349
0.50337;0.50337;-2.4162e-07;0.50337
0.39795;0.39795;3.0787e-08;0.39795
0.31663;0.31663;-1.1482e-07;0.31663
0.23781;0.23781;-5.0395e-11;0.23781
0.44345;0.44345;1.1407e-07;0.44345
0.26835;0.26835;-2.8412e-07;0.26835
0.47774;0.47774;-3.177e-07;0.47774
0.26476;0.26476;-2.7613e-07;0.26476
0.54025;0.54025;-2.6868e-07;0.54025
0.36719;0.36719;2.8757e-08;0.36719
0.3737;0.3737;-2.1681e-08;0.3737
0.21179;0.21179;3.9058e-08;0.21179
0.46867;0.46867;2.5494e-07;0.46867
0.53227;0.53227;7.173e-08;0.53227
0.34559;0.34559;-8.2973e-10;0.34559
0.40626;0.40626;1.9245e-07;0.40626
0.20874;0.20874;7.7444e-08;0.20874
0.36336;0.36336;2.2162e-09;0.36336
0.27937;0.27937;1.0371e-07;0.27937
0.39772;0.39772;2.984e-08;0.39772
0.45161;0.45161;-1.7896e-07;0.45161
0.40401;0.40401;1.5699e-09;0.40401
0.28812;0.28812;7.7889e-08;0.28812
0.49248;0.49248;2.5269e-07;0.49248
0.30938;0.30938;-9.6261e-08;0.30938
0.43922;0.43922;2.478e-07;0.43922
0.22675;0.22675;2.3628e-08;0.22675
0.44961;0.44961;1.0506e-07;0.44961
0.28133;0.28133;-2.1574e-07;0.28133
0.45744;0.45744;-1.7629e-07;0.45744
0.25633;0.25633;-1.7612e-07;0.25633
0.40889;0.40889;-4.5373e-08;0.40889
0.43288;0.43288;7.2364e-08;0.43288
0.26675;0.26675;-1.9624e-07;0.26675
0.47239;0.47239;-4.3227e-07;0.47239
0.27248;0.27248;-2.1615e-07;0.27248
0.37606;0.37606;-4.2729e-08;0.37606
0.39626;0.39626;-3.9949e-08;0.39626
0.25611;0.25611;5.0389e-08;0.25611
0.30588;0.30588;-2.2824e-07;0.30588
0.44373;0.44373;-9.0494e-08;0.44373
0.44824;0.44824;1.798e-07;0.44824
0.47986;0.47986;2.0074e-07;0.47986
0.32527;0.32527;-1.6731e-08;0.32527
0.40365;0.40365;2.555e-07;0.40365
0.23324;0.23324;2.2657e-07;0.23324
0.30719;0.30719;1.3846e-08;0.30719
0.25918;0.25918;6.4117e-08;0.25918
0.29452;0.29452;1.2557e-07;0.29452
0.39602;0.39602;1.0832e-07;0.39602
0.19663;0.19663;-1.3688e-07;0.19663
0.57073;0.57073;-1.1146e-07;0.57073
0.36961;0.36961;-1.1878e-08;0.36961
0.52401;0.52401;-1.4077e-07;0.52401
0.36795;0.36795;-1.2609e-08;0.36795
0.36541;0.36541;5.6969e-08;0.36541
0.21799;0.21799;8.5538e-08;0.21799
0.33112;0.33112;1.3589e-08;0.33112
0.38748;0.38748;2.6159e-07;0.38748
0.24077;0.24077;1.8805e-07;0.24077
0.51597;0.51597;-2.747e-07;0.51597
0.31842;0.31842;-9.9081e-08;0.31842
0.40105;0.40105;4.943e-08;0.40105
0.23275;0.23275;-1.8438e-08;0.23275
0.4264;0.4264;5.1624e-08;0.4264
0.30532;0.30532;4.1717e-08;0.30532
0.26842;0.26842;1.1737e-08;0.26842
0.45585;0.45585;1.3559e-07;0.45585
0.27833;0.27833;-2.8957e-07;0.27833
0.46831;0.46831;-1.6859e-07;0.46831
0.25331;0.25331;-3.187e-07;0.25331
0.35038;0.35038;2.5456e-08;0.35038
0.29785;0.29785;-2.2287e-08;0.29785
0.35683;0.35683;1.3645e-08;0.35683
0.42335;0.42335;1.0087e-08;0.42335
0.29623;0.29623;2.9674e-08;0.29623
0.27154;0.27154;-4.0599e-08;0.27154
0.53119;0.53119;-2.5024e-07;0.53119
0.35131;0.35131;-5.5463e-09;0.35131
0.381;0.381;-9.5981e-09;0.381
0.2184;0.2184;4.1238e-08;0.2184
0.45931;0.45931;2.6998e-07;0.45931
0.44593;0.44593;1.023e-08;0.44593
0.42822;0.42822;2.5494e-08;0.42822
0.31484;0.31484;6.5497e-08;0.31484
0.52154;0.52154;1.6533e-07;0.52154
0.33437;0.33437;-1.0083e-08;0.33437
0.41737;0.41737;2.3116e-07;0.41737
0.21243;0.21243;1.3231e-07;0.21243
0.36889;0.36889;-3.5746e-08;0.36889
0.26824;0.26824;2.3697e-07;0.26824
0.32533;0.32533;-1.5324e-07;0.32533
0.5063;0.5063;-3.1054e-07;0.5063
0.30722;0.30722;-1.3596e-07;0.30722
0.40748;0.40748;6.9976e-08;0.40748
0.23984;0.23984;-4.4715e-08;0.23984
0.48861;0.48861;1.8893e-07;0.48861
0.32019;0.32019;-4.0033e-08;0.32019
0.4169;0.4169;2.1279e-07;0.4169
0.22884;0.22884;1.8142e-07;0.22884
0.3201;0.3201;8.7359e-08;0.3201
0.3257;0.3257;8.0793e-08;0.3257
0.52283;0.52283;-2.3106e-07;0.52283
0.33601;0.33601;-4.6584e-08;0.33601
0.3892;0.3892;1.2638e-08;0.3892
0.22518;0.22518;2.1967e-08;0.22518
0.38541;0.38541;1.4964e-08;0.38541
0.37931;0.37931;1.1173e-08;0.37931
0.37342;0.37342;-4.6231e-08;0.37342
0.2849;0.2849;1.9134e-07;0.2849
0.40517;0.40517;2.5269e-08;0.40517
0.50954;0.50954;-2.1638e-07;0.50954
0.32493;0.32492;-8.3762e-08;0.32493
0.39308;0.39308;2.2472e-08;0.39308
0.23303;0.23303;1.5944e-08;0.23303
0.43134;0.43134;3.6431e-08;0.43134
0.29489;0.29489;-2.1714e-11;0.29489
0.26596;0.26596;-2.7494e-08;0.26596
0.51816;0.51816;-2.9332e-07;0.51816
0.31531;0.31531;-1.0569e-07;0.31531
0.4046;0.4046;6.6334e-08;0.4046
0.23307;0.23307;-3.3373e-08;0.23307
0.31295;0.31295;-2.8767e-08;0.31295
0.31257;0.31257;-4.9847e-08;0.31257
0.48446;0.48446;-2.1155e-07;0.48446
0.31104;0.31104;-1.6391e-07;0.31104
0.39677;0.39677;3.727e-09;0.39677
0.24676;0.24676;2.043e-08;0.24676
0.56401;0.56401;-5.1172e-08;0.56401
0.4036;0.4036;1.4519e-07;0.4036
0.36202;0.36202;-9.1352e-09;0.36202
0.19747;0.19747;-1.4218e-07;0.19747
0.40217;0.40217;2.23e-08;0.40217
0.43447;0.43447;-9.3691e-08;0.43447
0.52038;0.52038;9.1734e-08;0.52038
0.34404;0.34404;-5.4337e-09;0.34404
0.39986;0.39986;1.9541e-07;0.39986
0.21441;0.21441;1.0988e-07;0.21441
0.39905;0.39905;-1.029e-08;0.39905
0.30389;0.30389;9.1843e-08;0.30389
0.3231;0.3231;-1.2802e-07;0.3231
0.49622;0.49622;-3.3808e-07;0.49622
0.40978;0.40978;5.9047e-08;0.40978
0.30106;0.30106;-1.6369e-07;0.30106
0.24569;0.24569;-5.3356e-08;0.24569
0.30863;0.30863;1.2584e-08;0.30863
0.38922;0.38922;-1.1374e-07;0.38922
0.28362;0.28362;1.5227e-07;0.28362
0.41434;0.41434;5.773e-08;0.41434
0.32661;0.32661;9.7184e-08;0.32661
0.27061;0.27061;5.7718e-08;0.27061
0.54653;0.54653;8.707e-08;0.54653
0.34633;0.34633;-7.2224e-09;0.34633
0.41691;0.41691;2.2363e-07;0.41691
0.20205;0.20205;4.1104e-10;0.20205
0.36806;0.36806;2.841e-08;0.36806
0.5568;0.5568;-2.3238e-07;0.5568
0.20644;0.20644;-2.4093e-08;0.20644
0.38052;0.38052;-1.3345e-08;0.38052
0.54531;0.54531;-1.0794e-07;0.54531
0.38871;0.38871;1.0708e-07;0.38871
0.36202;0.36202;-1.2208e-08;0.36202
0.20607;0.20607;1.3925e-08;0.20607
0.40429;0.40429;3.1309e-08;0.40429
0.40093;0.40093;-1.3267e-07;0.40093
0.28203;0.28203;9.6371e-08;0.28203
0.2991;0.2991;-1.6099e-07;0.2991
0.2918;0.2918;-1.5371e-07;0.2918
0.38175;0.38175;9.6964e-09;0.38175
0.2966;0.2966;-1.1468e-07;0.2966
0.3465;0.3465;-5.781e-08;0.3465
0.33867;0.33867;4.143e-08;0.33867
0.37171;0.37171;1.4489e-07;0.37171
0.24746;0.24746;1.4926e-07;0.24746
0.44052;0.44052;9.408e-08;0.44052
0.32936;0.32936;5.0607e-08;0.32936
0.38034;0.38034;-8.5435e-08;0.38034
0.28207;0.28207;1.9419e-07;0.28207
0.41257;0.41257;2.4248e-08;0.41257
0.32033;0.32033;2.3492e-08;0.32033
0.39419;0.39419;1.3843e-07;0.39419
0.25063;0.25063;1.5185e-07;0.25063
0.46319;0.46319;1.7814e-07;0.46319
0.30226;0.30226;3.5593e-08;0.30226
0.40586;0.40586;-1.226e-07;0.40586
0.27652;0.27652;6.0193e-08;0.27652
0.28991;0.28991;-1.9612e-07;0.28991
0.29743;0.29743;-5.1789e-08;0.29743
0.519;0.519;2.3291e-07;0.519
0.32879;0.32879;-2.7217e-08;0.32879
0.42542;0.42542;2.6008e-07;0.42542
0.21316;0.21316;1.3363e-07;0.21316
0.36666;0.36666;-5.569e-08;0.36666
0.42703;0.42703;-7.9416e-08;0.42703
0.32366;0.32366;3.0082e-08;0.32366
0.32873;0.32873;6.6436e-08;0.32873
0.37856;0.37856;8.3879e-08;0.37856
0.25633;0.25633;1.1865e-07;0.25633
0.42691;0.42691;3.8199e-09;0.42691
0.27981;0.27981;-4.8666e-08;0.27981
0.27228;0.27228;-1.4777e-07;0.27228
0.49901;0.49901;-1.3321e-07;0.49901
0.38351;0.38351;-3.7119e-08;0.38351
0.32409;0.32409;-2.8993e-09;0.32409
0.39847;0.39847;2.4305e-07;0.39847
0.23984;0.23984;2.2373e-07;0.23984
0.37349;0.37349;-2.6971e-08;0.37349
0.32154;0.32154;4.6249e-08;0.32154
0.36029;0.36029;8.9114e-09;0.36029
0.34986;0.34986;3.0888e-08;0.34986
0.2424;0.2424;1.3197e-07;0.2424
0.43296;0.43296;9.5104e-08;0.43296
0.26203;0.26203;-2.139e-07;0.26203
0.48167;0.48167;-4.3004e-07;0.48168
0.27457;0.27457;-2.2767e-07;0.27457
0.31306;0.31306;6.6293e-08;0.31306
0.27362;0.27362;9.298e-09;0.27362
0.35577;0.35577;-1.4407e-08;0.35577
0.41653;0.41653;-5.0977e-08;0.41653
0.27561;0.27561;-4.7845e-09;0.27561
0.28122;0.28122;-1.9242e-07;0.28122
0.45009;0.45009;1.1789e-07;0.45009
0.41471;0.41471;5.4131e-08;0.41471
0.31967;0.31967;-8.4077e-08;0.31967
0.30212;0.30212;-1.0875e-07;0.30212
0.39859;0.39859;2.8823e-08;0.39859
0.32949;0.32949;6.9045e-08;0.32949
0.39811;0.39811;-2.8818e-08;0.39811
0.45464;0.45464;1.9525e-07;0.45464
0.3889;0.3889;6.0564e-09;0.3889
0.32326;0.32326;-1.019e-07;0.32326
0.23951;0.23951;4.2707e-08;0.23951
0.51718;0.51718;-1.8157e-07;0.51718
0.34129;0.34129;-2.7093e-08;0.34129
0.38283;0.38283;2.8843e-09;0.38283
0.22583;0.22583;4.8185e-08;0.22583
0.31542;0.31542;-1.2631e-07;0.31543
0.42124;0.42124;6.7332e-08;0.42124
0.43609;0.43609;-1.084e-07;0.43609
0.30953;0.30953;-1.5552e-07;0.30953
0.33234;0.33234;-8.2896e-08;0.33234
0.39022;0.39022;7.2666e-09;0.39022
0.4039;0.4039;3.9097e-08;0.4039
0.45027;0.45027;1.1668e-07;0.45027
0.27684;0.27684;-2.8638e-07;0.27684
0.46655;0.46655;-2.2315e-07;0.46655
0.25725;0.25725;-2.5414e-07;0.25725
0.28592;0.28592;1.5135e-07;0.28592
0.44961;0.44961;9.9963e-08;0.44961
0.28509;0.28509;-1.6341e-07;0.28509
0.45051;0.45051;-1.269e-07;0.45051
0.25539;0.25539;-1.2556e-07;0.25539
0.55755;0.55755;2.1458e-08;0.55755
0.35403;0.35403;-7.3154e-09;0.35403
0.41249;0.41249;1.9476e-07;0.41249
0.19848;0.19848;-1.1389e-07;0.19848
0.37892;0.37892;5.6909e-08;0.37892
0.56483;0.56483;-1.9267e-07;0.56483
0.20172;0.20172;-5.9011e-08;0.20172
0.37717;0.37717;-1.4146e-08;0.37717
0.54266;0.54266;7.2387e-08;0.54266
0.34682;0.34682;-2.6956e-09;0.34682
0.4126;0.4126;2.055e-07;0.4126
0.20396;0.20396;2.9521e-08;0.20396
0.45434;0.45434;1.2722e-07;0.45434
0.30679;0.30679;-2.9044e-08;0.30679
0.41665;0.41665;7.7143e-08;0.41665
0.24947;0.24947;1.2297e-07;0.24947
0.3304;0.3304;-1.5399e-07;0.3304
0.50061;0.50061;1.865e-07;0.50061
0.34795;0.34795;-1.8634e-09;0.34795
0.38056;0.38056;2.052e-07;0.38056
0.22547;0.22547;1.3677e-07;0.22547
0.4707;0.4707;1.8013e-07;0.4707
0.28972;0.28972;-2.1372e-07;0.28972
0.45857;0.45857;2.5665e-08;0.45857
0.24149;0.24149;-2.4422e-07;0.24149
0.4747;0.4747;1.781e-07;0.4747
0.30124;0.30124;-1.1696e-07;0.30124
0.43992;0.43992;1.0158e-07;0.43992
0.23736;0.23736;-4.4681e-09;0.23736
0.53325;0.53325;-2.4258e-07;0.53325
0.3644;0.3644;3.2046e-08;0.3644
0.37257;0.37257;-1.8919e-08;0.37257
0.21478;0.21478;6.1101e-08;0.21478
0.50807;0.50807;2.0078e-07;0.50807
0.32621;0.32621;-3.1327e-08;0.32621
0.42111;0.42111;2.3705e-07;0.42111
0.2186;0.2186;1.3816e-07;0.2186
0.40683;0.40683;1.4752e-07;0.40683
0.19461;0.19461;-2.5539e-07;0.19461
0.39249;0.39249;9.3865e-08;0.39249
0.57448;0.57448;-1.3453e-07;0.57448
0.57166;0.57166;-5.1485e-08;0.57166
0.36399;0.36399;-9.4705e-09;0.36399
0.19629;0.19629;-1.2997e-07;0.19629
0.37346;0.37346;-1.2622e-08;0.37346
0.37687;0.37687;-4.0865e-08;0.37687
0.32324;0.32324;-1.4195e-07;0.32324
0.25674;0.25674;1.5251e-07;0.25674
0.5123;0.5123;-3.1669e-07;0.5123
0.30737;0.30737;-1.2957e-07;0.30737
0.40953;0.40953;9.0213e-08;0.40953
0.23776;0.23776;-5.4873e-08;0.23776
0.38258;0.38258;-2.4433e-08;0.38258
0.48033;0.48033;1.8595e-07;0.48033
0.30881;0.30881;-7.9836e-08;0.30881
0.4306;0.4306;1.5338e-07;0.4306
0.23358;0.23358;8.8486e-08;0.23358
0.47072;0.47072;2.0662e-07;0.47072
0.38082;0.38082;-8.7829e-08;0.38082
0.26571;0.26571;1.8662e-07;0.26571
0.31503;0.31503;-1.795e-07;0.31503
0.43535;0.43535;4.7274e-08;0.43535
0.3367;0.3367;5.8123e-08;0.3367
0.48623;0.48623;2.4733e-07;0.48623
0.30205;0.30205;-1.3644e-07;0.30205
0.44791;0.44791;2.3217e-07;0.44791
0.23075;0.23075;-7.1888e-08;0.23075
0.44529;0.44529;-1.8088e-07;0.44529
0.38325;0.38325;-3.5229e-08;0.38325
0.39219;0.39219;-3.5623e-08;0.39219
0.41452;0.41452;-5.9298e-08;0.41452
0.28699;0.28699;4.0983e-08;0.28699
0.27978;0.27979;-1.1219e-07;0.27979
0.51725;0.51725;3.1003e-07;0.51725
0.32492;0.32492;-4.3557e-08;0.32492
0.43123;0.43123;2.9703e-07;0.43123
0.21383;0.21383;1.0703e-07;0.21383
0.3315;0.3315;7.9483e-09;0.3315
0.54278;0.54278;-2.5947e-07;0.54278
0.34845;0.34845;-1.713e-08;0.34845
0.21545;0.21545;6.6945e-10;0.21545
0.38806;0.38806;1.5234e-09;0.38806
0.3008;0.3008;1.0366e-07;0.3008
0.43602;0.43602;1.1323e-07;0.43602
0.34535;0.34535;7.9641e-08;0.34535
0.35119;0.35119;-7.0342e-08;0.35119
0.26679;0.26679;1.4037e-07;0.26679
0.43763;0.43763;5.5901e-08;0.43763
0.28048;0.28048;-1.1856e-07;0.28048
0.45038;0.45038;-1.9696e-07;0.45038
0.26459;0.26459;-1.4168e-07;0.26459
0.38533;0.38533;-4.7718e-08;0.38533
0.29402;0.29402;1.3017e-07;0.29402
0.55293;0.55293;-5.3304e-08;0.55293
0.35954;0.35955;-8.6589e-09;0.35955
0.39871;0.39871;1.3844e-07;0.39871
0.20187;0.20187;-3.791e-08;0.20187
0.40381;0.40382;1.1659e-08;0.40382
0.25037;0.25037;-1.0323e-08;0.25037
0.48299;0.48299;-2.8009e-07;0.48299
0.3028;0.3028;-1.925e-07;0.3028
0.36919;0.36919;-3.6442e-08;0.36919
0.42162;0.42162;-3.242e-08;0.42162
0.53556;0.53556;-2.5906e-07;0.53556
0.34477;0.34477;-2.5501e-08;0.34477
0.38769;0.38769;2.7104e-09;0.38769
0.21863;0.21863;1.3216e-08;0.21863
0.53993;0.53993;1.325e-07;0.53993
0.34156;0.34156;-9.6829e-09;0.34156
0.41994;0.41994;2.3723e-07;0.41994
0.2044;0.2044;5.3331e-08;0.2044
0.55172;0.55172;-2.4818e-07;0.55172
0.36058;0.36058;1.0826e-08;0.36058
0.38331;0.38331;-9.7926e-09;0.38331
0.2097;0.2097;-1.0454e-08;0.2097
0.43825;0.43825;5.3676e-08;0.43825
0.28907;0.28907;-5.9074e-08;0.28907
0.26216;0.26216;-6.6046e-08;0.26216
0.31337;0.31337;8.4575e-08;0.31337
0.42298;0.42298;7.4264e-08;0.42298
0.25641;0.25641;-1.3276e-07;0.25641
0.48495;0.48495;-4.5852e-07;0.48495
0.28449;0.28449;-2.0521e-07;0.28449
0.31376;0.31376;7.601e-08;0.31376
0.48619;0.48619;2.8507e-07;0.48619
0.39051;0.39051;1.7287e-08;0.39051
0.34184;0.34184;-1.3095e-07;0.34184
0.50471;0.50471;2.7647e-07;0.50471
0.3183;0.3183;-6.1811e-08;0.3183
0.43279;0.43279;2.7961e-07;0.43279
0.22005;0.22005;8.924e-08;0.22005
0.48193;0.48193;2.638e-07;0.48193
0.33579;0.33579;3.0962e-09;0.33579
0.38763;0.38763;2.9829e-07;0.38763
0.23396;0.23396;1.8431e-07;0.23396
0.27582;0.27582;2.2677e-08;0.27582
0.33555;0.33555;9.8109e-08;0.33555
0.26321;0.26321;1.0913e-07;0.26321
0.425;0.425;1.2294e-07;0.425
0.2519;0.2519;-1.471e-07;0.2519
0.49571;0.49571;-3.8654e-07;0.49571
0.28574;0.28574;-1.9643e-07;0.28574
0.4457;0.4457;1.6995e-07;0.4457
0.49434;0.49434;-1.7047e-07;0.49434
0.40432;0.40432;1.281e-07;0.40432
0.19297;0.19297;-2.4807e-07;0.19297
0.39997;0.39997;1.1295e-07;0.39997
0.57971;0.57971;-1.0428e-07;0.57971
0.19346;0.19346;-1.9084e-07;0.19346
0.57873;0.57873;-8.0677e-08;0.57873
0.37175;0.37175;-1.1477e-08;0.37175
0.36885;0.36885;-1.0572e-08;0.36885
0.34894;0.34894;6.2385e-08;0.34894
0.34936;0.34936;-5.1339e-08;0.34936
0.26094;0.26094;1.5574e-07;0.26094
0.4572;0.4572;-8.6997e-08;0.4572
0.36493;0.36493;-7.6059e-10;0.36493
0.34408;0.34408;2.4936e-08;0.34408
0.32279;0.32279;4.2543e-09;0.32279
0.31898;0.31898;-6.208e-08;0.31898
0.352;0.352;1.1681e-08;0.352
0.37216;0.37216;-5.6766e-09;0.37216
0.43165;0.43165;1.0989e-07;0.43165
0.4279;0.4279;-3.2708e-08;0.4279
0.46405;0.46405;5.1367e-08;0.46405
0.52434;0.52434;9.7223e-08;0.52434
0.34257;0.34257;-3.2277e-09;0.34257
0.4053;0.4053;2.0043e-07;0.4053
0.21216;0.21216;1.046e-07;0.21216
0.38593;0.38593;-7.0134e-09;0.38593
0.30649;0.30649;9.528e-08;0.30649
0.51718;0.51718;1.4871e-07;0.51718
0.33539;0.33539;-9.7071e-09;0.33539
0.41212;0.41212;2.2182e-07;0.41212
0.21476;0.21476;1.3242e-07;0.21476
0.38079;0.38079;-3.0424e-08;0.38079
0.32235;0.32235;-1.3917e-07;0.32235
0.25178;0.25178;1.12e-07;0.25178
0.40104;0.40104;3.0702e-08;0.40104
0.24244;0.24244;-9.5327e-09;0.24244
0.49639;0.49639;-2.6198e-07;0.49639
0.31045;0.31045;-1.4211e-07;0.31045
0.43381;0.43381;-1.1484e-07;0.43381
0.39246;0.39246;3.6208e-09;0.39246
0.39369;0.39369;-1.4346e-07;0.39369
0.28006;0.28006;1.3429e-07;0.28006
0.39155;0.39155;6.098e-08;0.39155
0.53895;0.53895;-2.7433e-07;0.53895
0.35622;0.35622;9.6563e-10;0.35622
0.38076;0.38076;-1.4706e-08;0.38076
0.21466;0.21466;2.7123e-08;0.21466
0.40252;0.40252;1.3135e-07;0.40252
0.19536;0.19536;-1.9527e-07;0.19536
0.57137;0.57137;-7.5052e-08;0.57137
0.36621;0.36621;-1.0314e-08;0.36621
0.37805;0.37805;-8.8503e-08;0.37805
0.2757;0.2757;2.2309e-07;0.2757
0.31377;0.31377;-1.6755e-07;0.31377
0.43918;0.43918;1.2585e-07;0.43918
0.46182;0.46182;2.4599e-07;0.46182
0.46343;0.46343;1.5286e-07;0.46343
0.2863;0.2863;-2.3461e-07;0.2863
0.45902;0.45902;-5.6099e-08;0.45902
0.24651;0.24651;-2.339e-07;0.24651
0.39588;0.39588;-2.7406e-09;0.39588
0.36085;0.36085;-2.4633e-08;0.36085
0.3158;0.3158;8.1438e-08;0.3158
0.3552;0.3552;2.2546e-09;0.3552
0.38865;0.38865;8.5168e-08;0.38865
0.56754;0.56754;-1.5082e-07;0.56754
0.19895;0.19895;-9.0302e-08;0.19895
0.3724;0.3724;-1.3548e-08;0.3724
0.47161;0.47161;1.7233e-07;0.47161
0.31458;0.31458;-3.5837e-08;0.31458
0.41434;0.41434;1.6962e-07;0.41434
0.23886;0.23886;2.1335e-07;0.23886
0.36043;0.36043;1.1846e-08;0.36043
0.34331;0.34331;-3.1456e-08;0.34331
0.25136;0.25136;1.5425e-07;0.25136
0.43936;0.43936;8.4998e-08;0.43936
0.27147;0.27147;-2.3633e-07;0.27147
0.46829;0.46829;-3.5055e-07;0.46829
0.26619;0.26619;-2.18e-07;0.26619
0.53358;0.53358;1.4644e-07;0.53358
0.33903;0.33903;-6.9728e-09;0.33903
0.41903;0.41903;2.3359e-07;0.41903
0.20707;0.20707;9.568e-08;0.20707
0.5461;0.5461;-2.6508e-07;0.5461
0.3581;0.3581;3.7176e-09;0.3581
0.38254;0.38254;-1.2197e-08;0.38254
0.21196;0.21196;5.531e-09;0.21196
0.35449;0.35449;7.4515e-09;0.35449
0.36318;0.36318;1.2727e-07;0.36318
0.23458;0.23458;1.32e-07;0.23458
0.37605;0.37605;-3.5074e-09;0.37605
0.36776;0.36776;-6.7549e-09;0.36776
0.33581;0.33581;-6.7708e-08;0.33581
0.25096;0.25096;1.4662e-07;0.25096
0.42958;0.42958;1.0745e-07;0.42958
0.50284;0.50284;-3.603e-07;0.50284
0.29506;0.29506;-1.6731e-07;0.29506
0.41788;0.41788;1.1975e-07;0.41788
0.24559;0.24559;-1.0023e-07;0.24559
0.44258;0.44258;1.0699e-07;0.44258
0.26926;0.26926;-2.8227e-07;0.26926
0.47517;0.47517;-3.3193e-07;0.47517
0.26496;0.26496;-2.5924e-07;0.26496
0.48315;0.48315;-5.0319e-08;0.48315
0.47537;0.47537;3.4538e-07;0.47537
0.37779;0.37779;5.6405e-09;0.37779
0.41252;0.41252;-2.483e-08;0.41252
0.43939;0.43939;1.5308e-07;0.43939
0.40863;0.40863;5.9044e-09;0.40863
0.47832;0.47832;1.9595e-07;0.47832
0.30078;0.30078;-1.3001e-07;0.30078
0.44367;0.44367;1.2717e-07;0.44367
0.23532;0.23532;-3.8679e-08;0.23532
0.29986;0.29986;-1.3942e-07;0.29986
0.46361;0.46361;1.4574e-07;0.46361
0.29245;0.29245;-1.5994e-07;0.29245
0.45756;0.45756;1.2421e-07;0.45756
0.29165;0.29165;-1.3862e-07;0.29165
0.44751;0.44751;-6.721e-09;0.44751
0.44473;0.44473;-3.544e-08;0.44473
0.24515;0.24515;-9.187e-08;0.24515
0.24902;0.24902;-6.9533e-08;0.24902
0.49732;0.49732;3.6376e-08;0.49732
0.37689;0.37689;-1.4543e-08;0.37689
0.3292;0.3292;-9.3379e-08;0.3292
0.24701;0.24701;1.0801e-07;0.24701
0.32535;0.32535;-3.3505e-08;0.32535
0.4102;0.4102;-4.4819e-08;0.4102
0.5222;0.5222;-2.5951e-07;0.5222
0.32667;0.32667;-7.3957e-08;0.32667
0.3965;0.3965;3.2918e-08;0.3965
0.22809;0.22809;-3.5267e-09;0.22809
0.35066;0.35066;3.2365e-08;0.35066
0.35941;0.35941;5.2098e-09;0.35941
0.30819;0.30819;-1.1717e-08;0.30819
0.36108;0.36108;-5.5129e-08;0.36108
0.50935;0.50935;1.5766e-07;0.50935
0.33392;0.33392;-1.435e-08;0.33392
0.40872;0.40872;2.2604e-07;0.40872
0.21865;0.21865;1.4535e-07;0.21865
0.29085;0.29085;4.0638e-08;0.29085
0.393;0.393;1.744e-08;0.393
0.2207;0.2207;-1.8379e-09;0.2207
0.5353;0.5353;-2.633e-07;0.5353
0.3377;0.3377;-4.3261e-08;0.3377
0.40627;0.40627;-7.5355e-08;0.40627
0.26716;0.26716;2.806e-08;0.26716
0.2923;0.2923;-2.5602e-07;0.2923
0.37222;0.37222;-2.6918e-08;0.37222
0.29068;0.29068;1.5562e-07;0.29068
0.32942;0.32942;-7.2022e-08;0.32942
0.38579;0.38579;6.7899e-09;0.38579
0.23547;0.23547;4.8747e-08;0.23547
0.30962;0.30962;-1.2891e-07;0.30962
0.39341;0.39341;1.4241e-08;0.39341
0.36922;0.36922;-1.982e-08;0.36922
0.46126;0.46126;2.5477e-07;0.46126
0.35981;0.35981;9.8271e-09;0.35981
0.44465;0.44465;8.5884e-08;0.44465
0.29826;0.29826;-3.7296e-08;0.29826
0.25641;0.25641;2.3063e-08;0.25641
0.32557;0.32557;-7.5713e-08;0.32557
0.52634;0.52634;-2.7443e-07;0.52634
0.22713;0.22713;-1.4599e-08;0.22713
0.39907;0.39907;4.1e-08;0.39907
0.47587;0.47587;-3.9848e-07;0.47587
0.41544;0.41544;2.4866e-08;0.41544
0.25825;0.25825;-6.7676e-08;0.25825
0.28913;0.28913;-2.1882e-07;0.28913
0.40308;0.40308;1.204e-07;0.40308
0.19239;0.19239;-2.2316e-07;0.19239
0.58173;0.58173;-9.2491e-08;0.58173
0.37104;0.37104;-1.1022e-08;0.37104
0.36664;0.36664;6.346e-09;0.36664
0.37737;0.37737;5.0576e-08;0.37737
0.55892;0.55892;-2.1011e-07;0.55892
0.20373;0.20373;-3.513e-08;0.20373
0.37539;0.37539;-1.6575e-08;0.37539
0.45604;0.45604;1.2639e-07;0.45604
0.28412;0.28412;-2.2638e-07;0.28412
0.45721;0.45721;-1.1849e-07;0.45721
0.25155;0.25155;-1.8598e-07;0.25155
0.39612;0.39612;1.1321e-07;0.39612
0.56589;0.56589;-1.0303e-07;0.56589
0.19806;0.19806;-1.1255e-07;0.19806
0.3672;0.3672;-1.1572e-08;0.3672
0.39612;0.39612;-1.3558e-07;0.39612
0.26994;0.26994;1.0272e-07;0.26994
0.29966;0.29966;-2.2564e-07;0.29966
0.41271;0.41271;-8.2243e-08;0.41271
0.27829;0.27829;2.6829e-08;0.27829
0.28343;0.28343;-1.7753e-07;0.28343
0.35759;0.35759;1.5573e-08;0.35759
0.36971;0.36971;-5.5698e-11;0.36971
0.37479;0.37479;5.3476e-11;0.37479
0.34833;0.34833;1.8922e-08;0.34833
0.3436;0.3436;-8.0927e-09;0.3436
0.23221;0.23221;9.6664e-08;0.23221
